img,brand,sleeve,neckline,primary_color,secondary_color,casuality,fit,pants_color,hair_color
00162_00.jpg,Unknown,Long sleeve,Scoop neck,Navy blue,Unknown,Casual,tight fit,white,blonde
00163_00.jpg,Adidas,Short sleeve,Round neck,Red,White,Casual,Loose fit,red,black
00164_00.jpg,Calvin Klein,long sleeve,crew neck,pink,light pink,casual,loose fit,pink,blonde
00165_00.jpg,Unknown,short sleeve,polo collar,black,red,casual,tight fit,blue,blonde
00166_00.jpg,Unknown,long sleeve,high-neck,white,black,casual,Loose fit,black,brown
00167_00.jpg,Unknown,long sleeve,boat neck,navy blue,unknown,casual,tight fit,brown,black
00168_00.jpg,adidas,short sleeve,round neck,black,white,casual,tight fit,black,brown
00169_00.jpg,Polo Sport,short sleeve,round neck,navy blue,yellow,casual,tight fit,blue,brown
00170_00.jpg,Unknown,short sleeve,v-neck,navy blue,white,casual,tight fit,blue,brown
00171_00.jpg,Unknown,Three-quarter sleeve,Boat neckline,Pale pink,Pale pink,Casual,tight fit,pink,blonde
00172_00.jpg,Carhartt,short sleeve,round neck,black,white,casual,tight fit,black,blonde
00173_00.jpg,J.Crew,long sleeve,scoop neck,black,unknown,casual,tight fit,black,brown
00174_00.jpg,Nike,long sleeve,cowl-neck,pink,pink,casual,tight fit,red,brown
00175_00.jpg,J.Crew,short sleeve,round neck,pale pink,light pink,casual,Loose fit,red,black
00179_00.jpg,Unknown,short sleeve,scoop neck,black,white,casual,tight fit,olive green,blonde
00180_00.jpg,Tommy Sport,sleeveless,round neck,navy blue,red,casual,tight fit,red,black
00181_00.jpg,Unknown,short sleeve,circle neckline,black,red,casual,tight fit,black,blonde
00182_00.jpg,Opus,short sleeve,round neck,brown,brown,casual,tight fit,brown,brown
00183_00.jpg,Mercerized,short sleeve,round neck,white,white,casual,tight fit,black,brown
00184_00.jpg,Unknown,short sleeve,circle neckline,black,gray,casual,tight fit,gray,black
00185_00.jpg,Fiorucci,short sleeve,round neck,white,black,casual,tight fit,black,brown
00186_00.jpg,Carhartt,short sleeve,round neck,yellow,yellow,casual,loose fit,blue,black
00187_00.jpg,Unknown,long sleeve,high-neck,red,unknown,casual,tight fit,black,brown
00188_00.jpg,Unknown,long sleeve,v-neck,black,yellow,unknown,loose fit,pink,blonde
00189_00.jpg,Unknown,long sleeve,v-neck,black,unknown,casual,tight fit,black,blonde
00192_00.jpg,Unknown,short sleeve,cowl neck,white,yellow,unknown,Loose fit,black,blonde
00193_00.jpg,Unknown,long sleeve,boat neck,black,Unknown,casual,tight fit,black,blonde
00194_00.jpg,Unknown,short sleeve,v-neck,olive,olive,casual,tight fit,red,brown
00195_00.jpg,Unknown,long sleeve,scoop neck,dark blue,black,casual,tight fit,red,blonde
00196_00.jpg,Unknown,long sleeve,boat neck,black,unknown,casual,tight fit,black,blonde
00197_00.jpg,SStarLine,short sleeve,v-neck,black,beige,casual,Loose fit,black,black
00199_00.jpg,Unknown,short sleeve,round neck,white,white,casual,loose fit,black,blonde
00200_00.jpg,Versace Jeans Couture,short sleeve,round neck,white,gold,casual,Loose fit,white,black
00201_00.jpg,Polo Ralph Lauren,short sleeve,round neck,coral,green,casual,tight fit,blue,blonde
00202_00.jpg,Unknown,long sleeve,v-neck,black,lace,casual,tight fit,black,blonde
00203_00.jpg,Polo,short sleeve,crew neck,white,red,casual,tight fit,blue,blonde
00204_00.jpg,Black,long sleeve,boat neckline,black,silver,casual,tight fit,white,brown
00209_00.jpg,Gap,short sleeve,round neck,red,white,casual,tight fit,white,blonde
00210_00.jpg,Forever New,long sleeve,v-neck,black,unknown,casual,tight fit,black,brown
00211_00.jpg,ONLY,long sleeve,crew neck,white,unknown,casual,tight fit,black,brown
00212_00.jpg,Aware,Short sleeve,Round neck,Black,Unknown,Casual,tight fit,black,brown
00213_00.jpg,NEW LOOK,long sleeve,v-neck,pink,pale pink,casual,Loose fit,black,blonde
00214_00.jpg,Levi's,short sleeve,round neck,black,pink,casual,Loose fit,black,brown
00215_00.jpg,Hollister,short sleeve,round neck,navy blue,white,casual,tight fit,white,blonde
00216_00.jpg,Unknown,short sleeve,round neck,gray,unknown,informal,tight fit,black,black
00217_00.jpg,Tommy Hilfiger,short sleeve,round neck,white,black,casual,tight fit,blue,blonde
00218_00.jpg,Unknown,short sleeve,mock neck,white,white,casual,tight fit,blue,brown
00219_00.jpg,Unknown,short sleeve,circle neckline,green,pink,casual,Loose fit,pink,black
00220_00.jpg,Unknown,short sleeve,round neck,green,green,casual,tight fit,black,blonde
00221_00.jpg,adidas,short sleeve,round neck,light purple,white,casual,tight fit,gray,blonde
00222_00.jpg,Levi's,short sleeve,circle neck,white,pink,casual,tight fit,blue,black
00224_00.jpg,Esprit,long sleeve,v-neck,white,white,casual,tight fit,black,brown
00225_00.jpg,MISSGUIDED,long sleeve,v-neck,pink,pink,casual,tight fit,blue,blonde
00226_00.jpg,Unknown,long sleeve,round neck,black,pink,casual,tight fit,white,brown
00227_00.jpg,Tommy Hilfiger,long sleeve,crew neck,pink,white,casual,Loose fit,Pink,Black
00229_00.jpg,Unknown,long sleeve,scoop neck,white,white,casual,tight fit,blue,brown
00230_00.jpg,Unknown,short sleeve,round neck,brown,brown,casual,tight fit,blue,blonde
00231_00.jpg,Black,long sleeve,v-neck,black,unknown,casual,tight fit,black,blonde
00232_00.jpg,Tommy Hilfiger,short sleeve,round neck,blue,red,casual,tight fit,blue,blonde
00233_00.jpg,Under Armour,short sleeve,crew neck,black,pink,athletic,tight fit,orange,black
00234_00.jpg,Unknown,long sleeve,v-neck,unknown,unknown,casual,tight fit,multi-colored,brown
00235_00.jpg,Unknown,long sleeve,v-neck,yellow,yellow,casual,tight fit,yellow,blonde
00236_00.jpg,Abercrombie,long sleeve,round neck,white,white,casual,loose fit,blue,blonde
00238_00.jpg,Under Armour,short sleeve,round neck,purple,unknown,casual,tight fit,gray,black
00239_00.jpg,Unknown,long sleeve,turtleneck,burgundy,red,casual,tight fit,red,black
00240_00.jpg,Unknown,long sleeve,v-neck,purple,unknown,casual,tight fit,black,brown
00241_00.jpg,Under Armour,short sleeve,scoop neck,white,green,casual,tight fit,red,blonde
00242_00.jpg,Versace Jeans Couture,short sleeve,crew neck,white,black,casual,Loose fit,black,black
00243_00.jpg,Unknown,long sleeve,cowl neck,black,unknown,casual,tight fit,black,brown
00244_00.jpg,selected,short sleeve,v-neck,black,unknown,casual,loose fit,black,blonde
00245_00.jpg,KIOMI,Three-quarter sleeve,Scoop neck,Red,White,Casual,tight fit,white,black
00246_00.jpg,Unknown,long sleeve,turtleneck,brown,unknown,casual,tight fit,black,brown
00247_00.jpg,Vans,short sleeve,round neck,maroon,unknown,casual,tight fit,white,blonde
00248_00.jpg,Unknown,long sleeve,round neck,black,lace,casual,tight fit,black,brown
00250_00.jpg,Karl Lagerfeld,short sleeve,circle neck,white,black,casual,tight fit,black,brown
00251_00.jpg,Puma,long sleeve,round neck,pink,unknown,casual,tight fit,black,brown
00252_00.jpg,Unknown,long sleeve,high-neck,black,blue,casual,tight fit,black,blonde
00253_00.jpg,Calvin Klein,long sleeve,round neck,black,pink,casual,tight fit,black,brown
00255_00.jpg,Levi's,short sleeve,round neck,white,white,casual,Loose fit,white,black
00256_00.jpg,Unknown,short sleeve,round neck,black,black,casual,tight fit,blue,black
00257_00.jpg,Unknown,short sleeve,round neck,white,blue,casual,tight fit,white,brown
00258_00.jpg,Unknown,short sleeve,v-neck,blue,gray,casual,tight fit,blue,black
00263_00.jpg,Unknown,short sleeve,off-shoulder,black,gray,casual,tight fit,black,brown
00264_00.jpg,Unknown,long sleeve,boat neck,black,unknown,casual,tight fit,black,brown
00266_00.jpg,Unknown,short sleeve,high collar,black,multicolored,casual,tight fit,black,black
00267_00.jpg,Morgan,Unknown,Round Neck,Black,Silver,Casual,tight fit,blue,brown
00269_00.jpg,Unknown,long sleeve,turtleneck,pale blue,pink polka dots,casual,loose fit,black,brown
00270_00.jpg,Unknown,long sleeve,boat neck,white,white,casual,tight fit,blue,black
00271_00.jpg,Adidas,Short Sleeve,Round Neck,Black,Floral,Casual,Loose fit,black,brown
00275_00.jpg,Polo Ralph Lauren,short sleeve,polo collar,blue,gold,casual,loose fit,black,blonde
00276_00.jpg,Lauren,long sleeve,boat neckline,black,unknown,casual,tight fit,black,brown
00279_00.jpg,Hugo Boss,long sleeve,cowl neck,black,red,casual,loose fit,white,black
00280_00.jpg,Unknown,short sleeve,round neck,white,green,casual,tight fit,blue,black
00281_00.jpg,Unknown,short sleeve,round neck,gray,white,casual,tight fit,black,brown
00282_00.jpg,Unknown,long sleeve,asymmetrical neckline,white,red,casual,Loose fit,red,black
00283_00.jpg,Unknown,short sleeve,cowl neck,black,gray,casual,tight fit,black,brown
00284_00.jpg,Jardas,long sleeve,crew neck,white,pink,casual,tight fit,beige,black
00285_00.jpg,Unknown,short sleeve,round neck,gray,white,casual,tight fit,gray,black
00288_00.jpg,Unknown,short sleeve,circle neck,white,pink,casual,tight fit,beige,black
00289_00.jpg,H&M,long sleeve,round neck,black,brown,casual,tight fit,beige,brown
00292_00.jpg,Guess,long sleeve,round neck,gray,blue,casual,tight fit,blue,blonde
00293_00.jpg,Unknown,long sleeve,cowl neck,yellow,green,unknown,tight fit,multi-colored,black
00294_00.jpg,Unknown,long sleeve,v-neck,pink,white,casual,Loose fit,beige,black
00296_00.jpg,KIOMI,Short sleeve,Scoop neck,Blue,Unknown,casual,tight fit,blue,brown
00298_00.jpg,Unknown,short sleeve,v-neck,black,brown,casual,tight fit,white,black
00299_00.jpg,Unknown,short sleeve,boat neck,white,white,casual,tight fit,blue,brown
00300_00.jpg,LUNARROSE,long sleeve,v-neck,black,unknown,casual,tight fit,black,brown
00301_00.jpg,Unknown,short sleeve,round neck,white,orange,casual,tight fit,white,black
00303_00.jpg,Gap,short sleeve,scoop neck,white,yellow,casual,tight fit,black,brown
00304_00.jpg,Unknown,long sleeve,round neck,black,pink,casual,tight fit,blue,brown
00305_00.jpg,Black,short sleeve,round neck,black,unknown,casual,tight fit,black,black
00306_00.jpg,Unknown,long sleeve,turtleneck,green,unknown,casual,tight fit,green,black
00307_00.jpg,Unknown,long sleeve,v-neck,teal,green,casual,tight fit,green,black
00308_00.jpg,Unknown,short sleeve,round neck,black,unknown,casual,tight fit,black,brown
00309_00.jpg,Nike,short sleeve,round neck,black,white,casual,tight fit,black,brown
00310_00.jpg,Unknown,long sleeve,cowl neck,gray,black,casual,Loose fit,black,black
00313_00.jpg,Off-shoulder,Long sleeve,Off-the-shoulder,Black,Lace,Casual,tight fit,blue,brown
00314_00.jpg,Stella McCartney,long sleeve,round neck,black,unknown,casual,tight fit,black,blonde
00315_00.jpg,Polo Ralph Lauren,short sleeve,round neck,dark blue,white,casual,tight fit,white,blonde
00316_00.jpg,Unknown,Three-quarter sleeve,Round neck,Blue,Unknown,Casual,tight fit,black,blonde
00317_00.jpg,Unknown,long sleeve,v-neck,black,green,casual,tight fit,white,black
00318_00.jpg,Columbia,Short sleeve,Round neck,Black,Unknown,Casual,loose fit,black,blonde
00319_00.jpg,Sikane,short sleeve,round neck,white,gray,casual,tight fit,beige,blonde
00320_00.jpg,Desigual,short sleeve,round neck,blue,black,casual,tight fit,blue,red
00321_00.jpg,Esprit,short sleeve,round neck,green,pink,casual,tight fit,beige,blonde
00322_00.jpg,Unknown,short sleeve,v-neck,black,unknown,casual,tight fit,black,black
00323_00.jpg,Pepe,long sleeve,round neck,green,white,casual,tight fit,blue,blonde
00324_00.jpg,Fila,short sleeve,round neck,white,blue,casual,tight fit,black,brown
00325_00.jpg,Converse,long sleeve,circle neckline,pink,unknown,casual,Loose fit,red,black
00327_00.jpg,Unknown,long sleeve,round neck,navy blue,black,casual,tight fit,black,brown
00328_00.jpg,The North Face,short sleeve,round neck,black,white,casual,tight fit,black,blonde
00329_00.jpg,Unknown,long sleeve,v-neck,white,unknown,casual,tight fit,brown,black
00331_00.jpg,Unknown,short sleeve,circle neck,white,pink,summer,tight fit,blue,black
00332_00.jpg,Unknown,short sleeve,circle neckline,orange,white,casual,tight fit,blue,black
00334_00.jpg,Unknown,long sleeve,boat neck,navy,yellow,casual,tight fit,black,red
00335_00.jpg,MSGD,Short sleeve,V-neck,White,Orange,Casual,tight fit,white,black
00336_00.jpg,Unknown,short sleeve,v-neck,black,silver,casual,tight fit,black,black
00337_00.jpg,Puma,short sleeve,round neck,black,orange,casual,Loose fit,black,pink
00338_00.jpg,Levi's,short sleeve,round neck,green,green,casual,tight fit,green,black
00340_00.jpg,KOMI,Short sleeve,Round neck,Blue,Unknown,Casual,tight fit,blue,black
00341_00.jpg,Unknown,long sleeve,boat neck,pink,unknown,casual,tight fit,green,black
00342_00.jpg,OBJECT,long sleeve,polo collar,olive green,unknown,casual,tight fit,green,brown
00343_00.jpg,Polo Ralph Lauren,Short sleeve,Round neck,Green,Unknown,Casual,loose fit,green,blonde
00344_00.jpg,Unknown,Short Sleeve,Scoop Neck,Orange,Brown,Casual,tight fit,blue,blonde
00346_00.jpg,Unknown,short sleeve,round neck,black,unknown,casual,tight fit,black,black
00347_00.jpg,Unknown,short sleeve,v-neck,navy blue,multicolored,casual,tight fit,blue,brown
00350_00.jpg,OYSHO,long sleeve,V-neck,white,unknown,casual,tight fit,beige,black
00351_00.jpg,Unknown,long sleeve,boatneck,white,blue,casual,Loose fit,red,blonde
00352_00.jpg,MONKI,long sleeve,square neck,black,unknown,casual,tight fit,black,black
00354_00.jpg,Unknown,short sleeve,round neck,brown,brown,casual,loose fit,black,blonde
00355_00.jpg,Nike,long sleeve,crew neck,black,white,casual,tight fit,black,blonde
00356_00.jpg,Nike,sleeveless,round neck,red,gold,casual,tight fit,black,black
00357_00.jpg,Unknown,long sleeve,v-neck,yellow,yellow,casual,tight fit,yellow,black
00358_00.jpg,Unknown,short sleeve,round neck,black,pink,casual,tight fit,blue,blonde
00359_00.jpg,Benetton,short sleeve,round neck,light blue,light blue,casual,Loose fit,blue,black
00360_00.jpg,Unknown,long sleeve,turtleneck,gray,gray,casual,tight fit,beige,brown
00361_00.jpg,adidas,short sleeve,round neck,maroon,black,casual,tight fit,red,brown
00362_00.jpg,Unknown,long sleeve,v-neck,black,Unknown,casual,tight fit,black,black
00363_00.jpg,Unknown,long sleeve,cowl neck,gray,black,casual,tight fit,black,brown
00364_00.jpg,Unknown,Short sleeve,Scoop neck,Black,Lace,Casual,tight fit,black,brown
00365_00.jpg,Puma,short sleeve,round neck,light blue,pink,casual,tight fit,black,blonde
00366_00.jpg,Levi's,short sleeve,round neck,pink,pink,casual,Loose fit,pink,black
00367_00.jpg,Levi's,short sleeve,round neck,pink,purple,casual,Loose fit,red,black
00368_00.jpg,Guess,long sleeve,v-neck,blue,unknown,casual,tight fit,blue,blonde
00369_00.jpg,Unknown,long sleeve,v-neck,white,unknown,casual,tight fit,black,brown
00370_00.jpg,Unknown,long sleeve,high-neck,blue,black,casual,tight fit,white,brown
00371_00.jpg,Unknown,short sleeve,cowl neck,black,white,casual,tight fit,black,brown
00372_00.jpg,Puma,short sleeve,round neck,black,white,casual,tight fit,black,brown
00374_00.jpg,Levi's,short sleeve,round neck,white,pink,casual,tight fit,blue,brown
00375_00.jpg,EvenOdd Odd,short sleeve,scoop neck,white,pink,casual,tight fit,white,brown
00377_00.jpg,Not Provided,short sleeve,circle neck,white,gray,casual,tight fit,blue,black
00378_00.jpg,Unknown,short sleeve,circle neck,white,yellow,lemonade,tight fit,black,black
00379_00.jpg,Unknown,short sleeve,round neck,black,white,casual,tight fit,white,blonde
00380_00.jpg,Superdry,short sleeve,circle neck,light green,light green,casual,Loose fit,green,blonde
00381_00.jpg,Vivienne Westwood,long sleeve,V-neck,gray,black,casual,tight fit,blue,blonde
00382_00.jpg,Unknown,long sleeve,v-neck,yellow,black,casual,tight fit,white,blonde
00383_00.jpg,MSCH,Short sleeve,Round neck,Black,Unknown,Casual,tight fit,black,brown
00384_00.jpg,Unknown,long sleeve,v-neck,black,pink,casual,tight fit,white,blonde
00385_00.jpg,Unknown,short sleeve,round neck,black,white,casual,Loose fit,black,blonde
00386_00.jpg,Unknown,short sleeve,v-neck,black,lace,casual,tight fit,black,blonde
00387_00.jpg,Unknown,long sleeve,high-neck,black,unknown,casual,tight fit,black,blonde
00388_00.jpg,Unknown,short sleeve,circle neckline,white,pink,casual,tight fit,beige,brown
00389_00.jpg,Unknown,long sleeve,t-neck,black,purple,casual,tight fit,blue,blonde
00390_00.jpg,Gap,short sleeve,scoop neck,white,unknown,casual,Loose fit,white,blonde
00391_00.jpg,Unknown,short sleeve,cowl neck,white,red,unknown,tight fit,black,blonde
00392_00.jpg,Unknown,long sleeve,high-neck,green,unknown,casual,tight fit,green,blonde
00393_00.jpg,Marc O'Polo,short sleeve,v-neck,white,black,casual,tight fit,blue,brown
00394_00.jpg,Unknown,short sleeve,circle neckline,white,yellow,casual,tight fit,blue,black
00398_00.jpg,Unknown,long sleeve,V-neck,brown,unknown,casual,tight fit,black,blonde
00399_00.jpg,Karl Lagerfeld,short sleeve,circle neck,black,white,casual,tight fit,black,blonde
00402_00.jpg,Unknown,long sleeve,round neck,black,dark green,casual,tight fit,green,brown
00403_00.jpg,Zizzi,short sleeve,scoop neck,coral,pink,casual,Loose fit,red,black
00404_00.jpg,Polo Ralph Lauren,short sleeve,polo collar,light purple,orange,casual,tight fit,white,black
